conditionnement	0.10113515002605596
jaloux	0.10096894599971898
foulard	0.10088604867131198
simplification	0.10039150921704083
impression	0.0981819771989713
sentiment	0.09796747733161798
notation	0.09775593260275096
taux	0.0974809808234702
fonctionnaire	0.09740721940678397
habit	0.09706098521457977
prodigue	0.09660315037866192
capitaine	0.09583092788587093
accueil	0.09575624958633
perspective	0.09558864821599221
ethnographie	0.09558864821599221
messager	0.09525519944314573
insomnie	0.09394434807466207
indulgence	0.09383673713757767
aigle	0.09319621333459081
ravier	0.09245990013668773
soi	0.09224366650276042
invitation	0.09214788697537156
expiration	0.09183797255729297
exploit	0.09183797255729297
exploration	0.09153013577777132
boyau	0.09122435581414845
respiration	0.09118373944913771
chaos	0.09081981321630303
froissement	0.09061888442600147
ralliement	0.09061888442600147
sottise	0.08982398193103655
intersection	0.08982398193103655
pistolet	0.08933421103719229
centralisation	0.08865743671115295
insurrection	0.08808545324850034
renfort	0.08808545324850034
inscription	0.08775519177408175
carnet	0.08764565426651783
mariage	0.08740195797596106
hurlement	0.08623102265379508
cahier	0.08611016628006866
souplesse	0.08568982376684658
gouvernement	0.08531910990020584
autel	0.08515537580156479
souffrance	0.08490824162635295
florence	0.08462755322428235
poignard	0.08462755322428235
sergent	0.08404870539101093
ange	0.08384797494483658
langage	0.08373940798804551
particule	0.08350608717747739
rivage	0.08350608717747739
collaboration	0.08348906596117542
bouleversement	0.08291444485941833
municipale	0.08241395525262105
abstraction	0.08191947152110532
pouls	0.08191947152110532
navigation	0.08084158373793289
relai	0.08052372692113892
oppression	0.08031320737363268
cuiller	0.08031320737363268
dentelle	0.08007768477136394
crayon	0.07999948390732942
colonel	0.07996824631111414
liquidation	0.0798435394942547
convention	0.07840684487088947
illusion	0.0783168943796418
pleine	0.07780930918866859
entente	0.07772245874867678
acharnement	0.07742861202372904
observatoire	0.07742861202372904
man	0.07656025375804236
biologie	0.07627511314814275
hollande	0.0756412479419255
retentissement	0.07433708849465094
levier	0.07433708849465094
expansion	0.07431011567589381
consolation	0.07393454108403007
nerf	0.0738678733283186
averse	0.0734045443737503
impatient	0.07223939287575425
redressement	0.07223939287575425
poursuite	0.07204878761750688
wagon	0.07185918554482923
flux	0.0718171871897475
ballon	0.0714413995823593
sympathie	0.0711518281885686
ambition	0.07102844351540924
explosion	0.07090548602519214
traction	0.07062023406991838
bagage	0.07062023406991838
malheur	0.07040779675213178
jouet	0.0698971600009431
orientation	0.06965941455876304
avancement	0.06965941455876304
constatation	0.06913035571401294
touriste	0.06872438885998769
estrade	0.06872438885998769
information	0.06859969701697584
cognac	0.06803942817367552
irritation	0.06803942817367552
torse	0.06714710780418469
concentration	0.0668730379764125
tailleur	0.0667640354695235
coalition	0.06660119635862222
animation	0.06660119635862222
stock	0.06564060218037285
malice	0.06522250917285456
buste	0.0646052614519758
facteur	0.06454417863308015
audace	0.0644527706696344
prison	0.06423377275570204
illustration	0.06360207416234885
instinct	0.06301497809315794
carrelage	0.06301497809315794
pasteur	0.06239106741896825
recensement	0.06095198773891765
velours	0.060561462435514045
tristesse	0.06043487386285896
perception	0.060102326868015636
cancer	0.060102326868015636
union	0.05988265462069103
constance	0.059795234686938196
maudit	0.05953449965196608
sanction	0.05953449965196608
monture	0.059019792162179625
assassinat	0.05843043617767855
urgence	0.05843043617767854
imagination	0.05784106320836567
concierge	0.05740677752004578
hebdomadaire	0.057366576695451914
manteau	0.057142488505235296
brasserie	0.0566524699316081
peuplement	0.056418368816188245
permanence	0.056379539931937596
infection	0.055879584939362424
rectiligne	0.055879584939362424
langouste	0.055425894127946775
drapeau	0.05472242586580181
ambassade	0.05271523263906392
haine	0.05257989186207017
minuscule	0.05246763760958923
sculpture	0.05244524425166794
contradiction	0.05237817872193435
servante	0.05224456091907227
interrogation	0.052045407573764496
roulement	0.052045407573764496
nez	0.051880602609946376
ignorant	0.051847766785509695
moto	0.05165162138783438
aristocratie	0.05119966970069083
battue	0.05119966970069083
fraction	0.050724130972820636
agitation	0.050724130972820636
approximation	0.05063008128622084
barque	0.04934907922958152
contraction	0.049053575761140916
conception	0.04897537157499322
refrain	0.04887796630137548
loup	0.048159595250502826
neveu	0.047794324107996104
institut	0.04733405519324267
tennis	0.0472430631609604
courage	0.046555735122246714
maillot	0.04643960970584202
ivoire	0.04607394348768578
identification	0.04591898627864648
testament	0.045409906608151515
carrefour	0.04518448511919764
faite	0.04497226080821934
horizon	0.044647629998422346
faim	0.0444248760960441
sensation	0.04439277719713078
flot	0.044328718355576474
signification	0.044256872782876995
soumission	0.044185259720121536
entourage	0.04357418697931134
sympathique	0.043435562842579704
falaise	0.042979785687883174
fillette	0.042844911883423285
pantalon	0.04257768790078239
futaie	0.042445322031660786
gain	0.04213964584418998
etc	0.041881120409563044
regard	0.04168020792613296
batterie	0.041457222429709166
pseudo	0.04133172125181903
chant	0.04120697762631052
assistance	0.04120697762631052
diffusion	0.04108298471469675
insistance	0.04079654956230345
prestige	0.04075595598064941
consultation	0.04031470055172506
attraction	0.038972155814036784
exil	0.03813755657407138
corpuscule	0.03803132382595419
attitude	0.03626038930643826
offensive	0.036215504651240196
armoire	0.035416978608346444
inventaire	0.03465290673481613
communion	0.034391045978633634
commercial	0.034275929506738634
fonctionnement	0.034261594111712805
participation	0.0322263853348172
impuissance	0.03167806323321938
contribution	0.03158036681615471
triste	0.03133874197440908
royaume	0.031278912379192565
tir	0.031124419270936673
bond	0.03105362832490725
gestion	0.031018353472588155
chevelure	0.030385560653228977
fusion	0.030250912673967994
cirque	0.03011745276511225
veste	0.02997419375086181
escalier	0.02988452922847852
quinze	0.02976292381961391
couloir	0.02969531350450894
philosophie	0.029602314449929654
enfance	0.029531172141710645
familier	0.0288855682373432
tentation	0.028131686648731224
innocence	0.027179652130426453
violent	0.027018295356565077
vision	0.026841242307046306
tablier	0.026022703786882248
courrier	0.025760840100976512
mouchoir	0.025205991237263175
treize	0.024719212891099976
avion	0.023897162053998052
morale	0.02309759535369511
vaste	0.022517721693541867
froide	0.022400730522588275
furieux	0.02232138188585976
cadeau	0.022248634307741804
coordination	0.02205693902022222
vingt	0.021835875765301556
concert	0.021467366750813763
conscience	0.021316542160058634
sagesse	0.021288843950391198
inspiration	0.021113265855954983
allure	0.020956631241009292
symbole	0.020940560204781525
papa	0.019973863342272104
heureux	0.01988819410563373
plage	0.019644957199305833
discours	0.01902007697262719
obscur	0.018450331423672372
fier	0.018285596321675295
solitude	0.01778152192774155
tendre	0.01773532615741618
rit	0.017031075160312957
visage	0.01685081507091328
refus	0.016738755929935702
longue	0.016662491156355326
conflit	0.016397011913752067
onze	0.01621525564550778
rupture	0.015894348374292846
portrait	0.015323507579705447
message	0.015272086413330598
dossier	0.014493890927301013
crime	0.014271684933990477
commandement	0.013974662490806096
rayonnement	0.013662353489177005
stade	0.013504693623657325
budget	0.013363698453687655
train	0.012836823292137603
dite	0.012545095179342316
univers	0.011694428482670282
libres	0.01060858217056531
sale	0.01030174440657763
liaison	0.009867438149976551
seule	0.009024618631144095
douce	0.008831335869028172
conversation	0.008818027074392392
huit	0.007148919759237745
oncle	0.006381015074085163
forte	0.006225830028963772
humaine	0.005165813565462562
quatre	0.004174878785093534
difficile	0.003703077096153391
toi	0.0036935046824869396
madame	0.0034758771012010064
aime	0.0025324431656085482
leurs	0.0015015483262865276
moi	0.0006405563580719483
par	0.00034757591188819677
